"","Participant","Demo_country","Demo_lang1","Demo_lang2","Demo_lang3","Demo_moral_reason","Demo_religion","Demo_lang4","Demo_rightwrong","Demo_gender","Label","TrialType","Group","Number","Valence","R1B","R2","R3","R4","R5","R6"
"15",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","7","none","Bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"16",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","12","none","Somewhat bad","Maybe no correct answer","Most of them would agree with me","A little difficult",NA,NA
"17",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","6","none","Somewhat bad","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"18",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","1","none","Somewhat bad","Maybe no correct answer","Some of them would agree with me","A little difficult",NA,NA
"19",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","9","none","Somewhat bad","Probably no correct answer","Some of them would disagree with me","A little difficult",NA,NA
"20",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","10","none","Somewhat bad","Maybe no correct answer","Some of them would disagree with me","A little difficult",NA,NA
"21",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","2","none","Somewhat wrong","Definitely there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"22",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","8","none","Somewhat bad","Definitely there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"23",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","4","none","Good","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"24",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","3","none","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"25",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","13","none","Somewhat bad","Maybe no correct answer","Some of them would disagree with me","A little difficult",NA,NA
"26",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","fillers","filler","none","11","none","Bad","Probably there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"27",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"The other person is clearly mistaken","Very comfortable"
"28",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"29",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Mildly uncomfortable"
"30",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Mildly uncomfortable"
"31",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"32",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"33",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"34",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Mildly comfortable"
"35",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"36",29,"US","English","","","checked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked;unchecked","unchecked","yes","man","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Very comfortable"
"37",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","practice","2","NULL","none","none","Somewhat wrong","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"38",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","practice","1","NULL","none","none","Good","Maybe no correct answer","Some of them would disagree with me","A little easy",NA,NA
"39",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","1","Neg","Bad","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"40",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","10","Pos","Good","Maybe no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"41",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","9","Neg","Somewhat wrong","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"42",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","8","Pos","Very Good","Probably there is a correct answer","Some of them would agree with me","Very easy",NA,NA
"43",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","2","Pos","Very Good","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"44",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","4","Pos","Very Good","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"45",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","6","Pos","Good","Probably there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"46",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","5","Neg","Somewhat wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"47",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","3","Neg","Good","Maybe there is a correct answer","Some of them would agree with me","A little easy",NA,NA
"48",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","7","Neg","Good","Maybe there is a correct answer","Some of them would agree with me","Very easy",NA,NA
"49",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","3","none","Good","Maybe there is a correct answer","Some of them would agree with me","A little easy",NA,NA
"50",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","2","none","Somewhat wrong","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"51",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","12","none","Good","Maybe there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"52",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","8","none","Bad","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"53",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","10","none","Good","Maybe no correct answer","Some of them would agree with me","A little easy",NA,NA
"54",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","9","none","Somewhat wrong","Maybe no correct answer","Some of them would agree with me","A little easy",NA,NA
"55",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","13","none","Good","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"56",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","5","none","Somewhat wrong","Probably there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"57",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","1","none","Good","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"58",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","7","none","Somewhat wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"59",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","4","none","Good","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"60",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","11","none","Bad","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"61",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","14","none","Bad","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"62",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","6","none","Good","Maybe there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"63",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"64",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"The other person is likely mistaken","Mildly uncomfortable"
"65",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is likely mistaken","Mildly uncomfortable"
"66",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly comfortable"
"67",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"The other person is likely mistaken","Mildly uncomfortable"
"68",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Very uncomfortable"
"69",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"70",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly uncomfortable"
"71",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"72",25,"United Kingdom","English","","","unchecked;unchecked;unchecked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"73",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","practice","2","NULL","none","none","Bad","Maybe no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"74",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","practice","1","NULL","none","none","Bad","Probably no correct answer","Most of them would agree with me","Very easy",NA,NA
"75",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","7","Neg","Good","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"76",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","3","Neg","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"77",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","6","Pos","Good","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"78",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","10","Pos","Somewhat wrong","Maybe no correct answer","Some of them would agree with me","A little difficult",NA,NA
"79",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","8","Pos","Good","Maybe there is a correct answer","Most of them would disagree with me","Somewhat easy",NA,NA
"80",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","2","Pos","Very Good","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"81",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","4","Pos","Somewhat bad","Maybe no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"82",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","5","Neg","Very bad","Definitely there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"83",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","1","Neg","Very bad","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"84",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","9","Neg","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"85",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","13","none","Somewhat bad","Maybe no correct answer","Some of them would agree with me","A little difficult",NA,NA
"86",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","8","none","Very bad","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"87",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","6","none","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"88",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","14","none","Very bad","Maybe no correct answer","Some of them would agree with me","A little difficult",NA,NA
"89",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","3","none","Somewhat bad","Maybe there is a correct answer","Some of them would agree with me","Somewhat difficult",NA,NA
"90",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","11","none","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"91",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","4","none","Good","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"92",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","12","none","Good","Maybe no correct answer","Some of them would disagree with me","Very difficult",NA,NA
"93",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","5","none","Very bad","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"94",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","10","none","Very bad","Maybe no correct answer","Some of them would disagree with me","A little difficult",NA,NA
"95",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","1","none","Good","Maybe there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"96",14,"UK","English","","","unchecked;unchecked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","9","none","Good","Maybe no correct answer","Some of them would agree with me","A little easy",NA,NA
